Barcode number,Company,Brand,Manufacturer,Rating,Category,Criticism,Praise,Category names
,,Only,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,Juicy Isle,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,Bickford's,,B,8,none,4/5 for packaging performance,Juice & Fruit Drinks
,,Orchy,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,Preshafruit,,?,8,none,none,Juice & Fruit Drinks
,,LOL,,F,8,"Misleading labelling, Nanoparticles in baby formula, Palm oil sourcing, 12/100 in KnowTheChain Benchmark, 4/27 in pesticides scorecard, 0.3% in CF Marketing Index, Supply chain practices in China, D+ grade in Plastic Promises Scorecard, Palm oil scorecard - WWF, 13.8% in Human Rights Benchmark, Access to Nutrition rating, 18.5% in Gender Benchmark, Tier 5 in farm animal welfare rankings, Fined for wheat price manipulation, Part ownership by Berkshire Hathaway, Excessive CEO pay, $62m accounting fraud settlement","4/5 for packaging performance, CDP Climate Change score of B, Palm oil rating - WAZA, CDP Water Security score of B, 100% on Corporate Equality Index",Juice & Fruit Drinks
,,Harvey Fresh,,F,8,"Renewable energy use, Fined $950k for Dairy Code breaches, Access to Nutrition rating, 0.1% in BMS Marketing Index, 0/20 in Social Benchmark, 4.4% in Food and Agriculture Benchmark, 4.3% in Nature Benchmark, 3.2% in methane scorecard, 24.5% in Forest 500 Rankings, CDP Forests score of D, Palm oil rating - WAZA",4/5 for packaging performance,Juice & Fruit Drinks
,,Spreyton Fresh,,?,8,none,none,Juice & Fruit Drinks
,,Classic Juice,,B,8,none,4/5 for packaging performance,Juice & Fruit Drinks
,,Macquarie Valley,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,Charlie's,,C,8,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Juice & Fruit Drinks
,,Robinsons,,B,8,none,4/5 for packaging performance,Juice & Fruit Drinks
,,Brownes,,C,8,Part owned by China Mengniu Dairy,4/5 for packaging performance,Juice & Fruit Drinks
,,Emma & Tom's,,B,8,none,Certified B Corporation,Juice & Fruit Drinks
,,Phoenix Organic,,C,8,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Juice & Fruit Drinks
,,Earth Juice,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,The Juice Farm,,B,8,none,5/5 for packaging performance,Juice & Fruit Drinks
,,G-Force,,D,8,"32/100 in KnowTheChain Benchmark, 39/100 S&P Global ESG Score, Supply chain practices in China, Access to Nutrition rating, Unsustainable palm oil use","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A, 59/100 in TIME rankings",Juice & Fruit Drinks
,,Impressed,,F,8,"Involvement with Burma, 0/20 in Social Benchmark, 2% in Financial System Benchmark, Collusion lawsuit",none,Juice & Fruit Drinks
,,Tempo,,?,8,none,none,Juice & Fruit Drinks
,,Juice Lab,,?,8,none,none,Juice & Fruit Drinks
,,Pure Tassie,,B,8,none,3/5 for packaging performance,Juice & Fruit Drinks
,,The Juice Brothers,,C,8,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Juice & Fruit Drinks
,,H2juice,,B,8,none,4/5 for packaging performance,Juice & Fruit Drinks
,,Westcliff,,D,8,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Juice & Fruit Drinks
,,Pick'd,,D,8,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Juice & Fruit Drinks
,,Solesta,,D,8,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Juice & Fruit Drinks
,,Country Orchard,,D,8,"4.5/10 in Deforestation Scorecard, High free range stocking densities, Poverty wages in Bangladesh, Worker exploitation, 21.4% in Forest 500 Rankings, Unsustainable palm oil use, 13/100 in What Fuels Fashion?, Tier 4 in farm animal welfare rankings","4/5 for packaging performance, Renewable energy use, COVID Fashion Commitments, Banksia Sustainability Award 2020, Palm oil rating - WAZA, Palm oil scorecard - WWF, International Accord signatory, Ethical Trading Initiative member, 10.5/20 in Social Benchmark",Juice & Fruit Drinks
,,Keri,,C,8,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Juice & Fruit Drinks
,,Thirsty Brothers,,?,8,none,none,Juice & Fruit Drinks
,,FruitCo,,F,8,"0% in Forest 500 Rankings, Pillaging American retail, 0.5/20 in Social Benchmark, JUST Capital ranking, 0.5% in Financial System Benchmark, Collusion lawsuit, 26/100 S&P Global ESG Score, CEO Pay Ratio of 352:1","4/5 for packaging performance, 100% on Corporate Equality Index",Juice & Fruit Drinks
,,P&N,,F,8,"0% in Forest 500 Rankings, Pillaging American retail, 0.5/20 in Social Benchmark, JUST Capital ranking, 0.5% in Financial System Benchmark, Collusion lawsuit, 26/100 S&P Global ESG Score, CEO Pay Ratio of 352:1","4/5 for packaging performance, 100% on Corporate Equality Index",Juice & Fruit Drinks
,,7UP,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Phoenix Organic,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Bickford's,,B,9,none,4/5 for packaging performance,Soft Drinks
,,Buderim Ginger,,B,9,none,3/5 for packaging performance,Soft Drinks
,,Bundaberg,,D,9,Palm oil rating - WAZA,4/5 for packaging performance,Soft Drinks
,,Coca-Cola,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Deep Spring,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Diet Coke,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Diet Rite,,F,9,"0% in Forest 500 Rankings, Pillaging American retail, 0.5/20 in Social Benchmark, JUST Capital ranking, 0.5% in Financial System Benchmark, Collusion lawsuit, 26/100 S&P Global ESG Score, CEO Pay Ratio of 352:1","4/5 for packaging performance, 100% on Corporate Equality Index",Soft Drinks
,,Fanta,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Kirks,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Kyneton,,C,9,"Renewable energy use, Palm oil rating - WAZA, 29/100 S&P Global ESG Score","76/100 in TIME rankings, 4/5 for packaging performance, Modern Slavery disclosure quality, 12/20 in Social Benchmark",Soft Drinks
,,Lift,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Loys,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Mirinda,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Mountain Dew,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Passiona,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Pepsi,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Tru Blu,,F,9,"0% in Forest 500 Rankings, Pillaging American retail, 0.5/20 in Social Benchmark, JUST Capital ranking, 0.5% in Financial System Benchmark, Collusion lawsuit, 26/100 S&P Global ESG Score, CEO Pay Ratio of 352:1","4/5 for packaging performance, 100% on Corporate Equality Index",Soft Drinks
,,LA Ice,,F,9,"0% in Forest 500 Rankings, Pillaging American retail, 0.5/20 in Social Benchmark, JUST Capital ranking, 0.5% in Financial System Benchmark, Collusion lawsuit, 26/100 S&P Global ESG Score, CEO Pay Ratio of 352:1","4/5 for packaging performance, 100% on Corporate Equality Index",Soft Drinks
,,Schweppes,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Solo,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Sprite,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Sunkist,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Vibe,,C,9,"Supply chain practices in China, Palm oil rating - WAZA, 19.8% in Human Rights Benchmark, 15.2% in Gender Benchmark, 38/100 S&P Global ESG Score","4/5 for packaging performance, CDP Climate Change score of A, CDP Water Security score of A-, 11.5/20 in Social Benchmark, 65/100 in TIME rankings",Soft Drinks
,,Saxbys,,?,9,none,none,Soft Drinks
,,Riverport,,?,9,none,none,Soft Drinks
,,Bisleri,,C,9,"Irresponsible marketing, 10/100 in KnowTheChain Benchmark, Part ownership by Coca-Cola Company","4/5 for packaging performance, Renewable energy use, Banksia Sustainability Award 2019, CDP Climate Change score of A, CDP Water Security score of A-, 84/100 S&P Global ESG Score",Soft Drinks
,,Capi,,?,9,none,none,Soft Drinks
,,San Pellegrino,,F,9,"Irresponsible marketing, Nanoparticles in baby formula, Boycott call for infant formula, Palm oil sourcing, Delaying action on plastic pollution, Plastic pollution, Slave labour in Brazil, Control of water in North America, Palm oil from illegal sources, Deforestation in Africa, D grade in Keep Forests Standing report, ""Net zero"" greenwash, Palm oil sourcing, Promotion of bottled water, 7/27 in pesticides scorecard, Illegal baby food trials in India, Exploitative purchasing practices, 21.2% in BMS Marketing Index, Tier 5 in farm animal welfare rankings, Nanoparticles in baby formula, 39/100 S&P Global ESG Score","100% UTZ Certified cocoa, 4/5 for packaging performance, Modern Slavery disclosure quality, CDP Climate Change score of A-, Climate policy engagement, Access to Nutrition rating, 15/20 in Social Benchmark, 65.6% in Food and Agriculture Benchmark, 54.1% in Nature Benchmark, CDP Forests score of B, 66.5% in Forest 500 Rankings, Palm oil rating - WAZA, CDP Water Security score of B, 34.3% in Human Rights Benchmark, 40.4% in Gender Benchmark",Soft Drinks
